# heldout_testset {"config": "configs/default.json", "seed": 20260604, "n": 1000, "columns": ["altitude_m", "velocity_mps", "gamma_deg", "chi_deg", "phi_deg", "lambda_deg"]}
idx,altitude_m,velocity_mps,gamma_deg,chi_deg,phi_deg,lambda_deg
380,120541.147765,7768.486071,-2.530174,47.043824,0.076816,0.044364
381,119391.307082,7736.595028,-2.798689,43.005517,0.246817,0.044830
382,119280.205443,7890.755315,-2.409495,43.656517,0.203134,0.178727
383,120450.908719,7726.539190,-2.865605,48.167552,0.187783,-0.220273
384,119727.850004,7849.037364,-2.692620,43.909947,0.114265,0.289716
385,120516.359425,7806.510323,-2.795622,44.954095,-0.129078,0.273067
386,119241.501903,7740.592996,-2.170108,44.575180,0.217510,-0.050848
387,120209.096459,7797.982626,-2.349843,43.862204,0.114113,-0.080712
388,119629.830720,7819.919938,-2.886962,45.607563,0.178175,0.240962
389,119432.734705,7801.005980,-2.341660,43.739608,-0.263376,0.014025
390,119666.944494,7836.582444,-2.143085,48.454180,-0.066992,0.218684
391,119547.449970,7716.299888,-2.772739,46.595095,0.005733,-0.115499
392,119384.189699,7807.987551,-2.628419,44.429498,0.047360,-0.050662
393,120485.968285,7818.183510,-2.696080,46.313596,-0.274911,-0.167430
394,120470.561189,7812.266705,-2.324503,44.545625,0.117557,-0.283365
395,119064.013826,7758.370538,-2.754143,48.442305,0.167535,0.295608
396,119889.380072,7859.040932,-2.770647,44.562738,-0.294963,0.192894
397,120556.357647,7894.318907,-2.142343,47.392743,-0.220051,0.168339
398,120765.533349,7777.297928,-2.451620,47.978412,-0.128288,0.218276
399,119982.684147,7705.279393,-2.209531,46.915570,-0.081170,-0.150546
400,119416.604042,7886.570571,-2.663573,44.651270,-0.059916,0.186199
401,119101.955852,7769.457328,-2.408634,45.578112,0.076460,0.174556
402,120465.951203,7880.480081,-2.110195,48.839452,0.171025,-0.118400
403,119314.824503,7808.699405,-2.412394,47.958482,0.035623,-0.095341
404,119461.930101,7800.622225,-2.335041,46.914281,0.007573,0.129407
405,120473.587275,7725.981977,-2.203211,45.319450,0.027953,0.244586
406,119892.580940,7784.298987,-2.350254,46.047162,0.089192,0.183453
407,120719.535561,7808.153047,-2.191549,43.673985,-0.053063,-0.286767
408,119914.902292,7767.842054,-2.753890,48.486858,0.208770,0.097066
409,120517.505157,7724.852721,-2.580931,45.294273,0.236803,0.019134
410,119823.911055,7754.871035,-2.587558,45.489977,0.225666,-0.075898
411,119386.507191,7879.806939,-2.132467,46.420874,0.169785,0.113946
412,120540.138083,7805.735630,-2.582918,43.998715,-0.250318,0.096501
413,120407.114522,7782.843527,-2.588895,48.359893,-0.061982,0.298287
414,120831.323423,7783.598560,-2.454650,46.495313,0.126958,0.021813
415,120875.822004,7892.743076,-2.388325,45.249369,0.048279,-0.141615
416,120227.519004,7834.533289,-2.125725,44.585393,0.243158,0.297506
417,119178.936050,7758.177036,-2.738679,46.771475,-0.257539,0.054227
418,119087.137555,7714.683438,-2.562405,47.857322,-0.114408,0.145183
419,119666.544536,7782.640560,-2.129642,43.417494,0.157701,0.280084
420,120086.428582,7855.525527,-2.819279,44.844890,0.017959,0.232713
421,120344.053215,7849.845643,-2.474358,48.868862,-0.081409,-0.277715
422,119676.859515,7772.636238,-2.394546,44.667123,-0.038293,0.187325
423,119167.126509,7805.591666,-2.323567,43.895944,0.263616,-0.163545
424,120055.042558,7778.795524,-2.305060,44.275730,-0.295376,-0.140860
425,119164.260280,7754.111346,-2.352209,47.834633,0.263948,-0.039592
426,119772.825065,7846.964448,-2.167215,43.552626,0.244711,-0.237559
427,120997.638485,7861.258114,-2.575626,47.059866,0.130385,-0.106761
428,119703.908148,7852.933682,-2.567610,47.784541,0.142740,0.162984
429,120187.427144,7880.235335,-2.525951,48.455120,0.027705,0.030236
430,119016.824206,7815.097732,-2.863307,46.528329,0.274165,-0.296448
431,119094.961387,7702.294432,-2.684130,47.705678,0.117627,-0.068191
432,119102.994314,7824.642874,-2.707969,44.877252,0.207858,0.161109
433,119699.924298,7788.201796,-2.738798,47.764979,0.229007,-0.243598
434,120563.462695,7832.600129,-2.419912,44.316047,-0.035065,0.271134
435,119639.416979,7866.826239,-2.803770,45.544007,-0.072603,0.263783
436,119186.818322,7706.906740,-2.389798,47.657870,0.218861,0.193399
437,120299.208847,7777.085702,-2.712487,44.405376,0.133398,-0.213750
438,120707.390758,7881.823006,-2.542220,46.137641,-0.023148,-0.177565
439,120914.256940,7863.899907,-2.801356,48.311478,0.111828,-0.152019
440,119588.645192,7802.415166,-2.755889,47.682319,-0.099592,-0.252530
441,120790.328632,7753.786481,-2.763829,48.945938,-0.242116,-0.053069
442,120104.519620,7866.620744,-2.650073,45.161949,-0.010760,-0.094931
443,119719.323862,7735.031740,-2.184360,43.327001,-0.268944,-0.198992
444,119261.363859,7807.695306,-2.708063,44.346362,-0.191423,-0.073442
445,120973.035624,7731.038641,-2.286615,43.621947,0.124288,-0.059402
446,120346.910938,7716.956039,-2.504049,46.202506,0.147421,0.010139
447,119936.212715,7833.732018,-2.610019,44.676545,-0.250651,-0.196743
448,119881.725423,7810.411120,-2.742539,43.430164,-0.117828,-0.105745
449,119783.689141,7791.747753,-2.459350,43.701555,0.167079,0.229142
450,120201.385932,7736.170400,-2.197300,47.071254,0.121979,-0.212629
451,120827.293398,7897.951423,-2.711664,43.034001,0.143449,0.166998
452,120208.620104,7864.086611,-2.420804,44.896401,-0.287705,0.289623
453,120342.603040,7830.873261,-2.872391,46.100483,-0.203063,0.026529
454,120052.328986,7872.236922,-2.445421,44.003011,0.200460,-0.270514
455,120068.723410,7718.264567,-2.603924,47.901694,-0.115271,-0.077302
456,119342.667136,7813.277658,-2.774270,46.919725,-0.229381,-0.115503
457,120915.265378,7805.831576,-2.324979,46.861663,0.048501,-0.279120
458,119045.251146,7720.824318,-2.300014,44.102855,-0.223961,0.194111
459,120407.970111,7833.294021,-2.426273,48.419207,-0.101394,0.111890
460,120711.760530,7767.313385,-2.116606,47.694286,0.260177,0.235113
461,120484.867060,7818.928922,-2.291450,43.026940,-0.087642,-0.021462
462,119758.641399,7750.644901,-2.860527,43.408143,0.286424,0.178825
463,119604.576250,7781.475222,-2.766214,46.891996,-0.183813,-0.187754
464,119934.880851,7852.574654,-2.159874,45.441957,-0.056677,-0.235501
465,119155.869524,7712.486173,-2.783974,47.886923,-0.029866,0.221183
466,119859.341740,7802.498275,-2.338201,47.785452,-0.195776,-0.036384
467,120124.223897,7788.416597,-2.843844,48.924239,0.239248,0.127569
468,119381.346611,7825.593439,-2.481940,44.678892,-0.162874,0.284664
469,119965.964698,7758.170639,-2.371666,43.228941,0.009936,-0.176503
470,119020.010074,7834.022495,-2.681001,43.332061,-0.173978,-0.279815
471,120762.389524,7740.043336,-2.526953,48.642501,0.124434,0.102153
472,119526.875351,7734.403789,-2.766705,47.512526,-0.051183,-0.258221
473,119186.431430,7769.831211,-2.486427,44.180042,0.038549,-0.022320
474,119419.512649,7761.635719,-2.782185,44.259153,0.082422,0.184041
475,119584.500711,7783.231463,-2.765918,47.194172,0.175028,-0.139429
476,120525.164773,7710.312413,-2.792288,48.770685,-0.148627,0.238156
477,119887.375143,7877.527746,-2.626437,43.379138,-0.156314,-0.006265
478,120590.205629,7751.577702,-2.437646,43.358256,0.153034,-0.230778
479,119918.931979,7727.593348,-2.840400,47.445730,-0.269976,0.109478
480,120069.294586,7857.339346,-2.699999,44.822458,-0.080311,-0.119065
481,119543.565046,7868.318156,-2.789561,47.374593,0.191677,0.265084
482,120028.115735,7802.317590,-2.630929,47.090112,-0.244024,0.109661
483,120315.184236,7866.989299,-2.530679,47.489697,-0.080061,-0.211711
484,119488.170986,7726.896643,-2.699926,44.728279,-0.298721,0.143989
485,119566.219175,7812.992654,-2.266804,47.058037,-0.039807,-0.200002
486,120803.193638,7814.903445,-2.835601,46.613484,0.191187,-0.090272
487,119794.700373,7759.498302,-2.794644,43.344622,-0.218433,-0.094897
488,120951.382529,7881.803084,-2.245536,46.498581,0.051084,-0.195563
489,119899.687465,7791.788613,-2.535054,48.690130,0.031192,0.078684
490,120185.238152,7837.086894,-2.143581,44.627111,-0.079114,-0.180897
491,119596.909081,7791.247997,-2.385707,48.618323,0.029157,0.110783
492,119695.499300,7791.601426,-2.625664,46.344030,-0.029512,-0.212048
493,119877.145722,7833.035458,-2.199742,46.745997,-0.040848,-0.232052
494,120897.802126,7745.593552,-2.512525,45.421283,-0.025874,0.288107
495,119465.823400,7867.085341,-2.104581,48.307668,0.184566,0.057314
496,119556.201709,7822.196824,-2.852313,47.728094,0.076024,0.275488
497,120552.762853,7768.652876,-2.891777,47.873714,0.180971,-0.284210
498,120615.063144,7750.545337,-2.431933,46.800526,-0.106434,0.049223
499,119844.223709,7733.478910,-2.269089,44.023760,-0.106840,0.234795
500,119864.233549,7764.104757,-2.488703,43.436111,-0.225875,0.263511
501,119794.437169,7835.668204,-2.795836,44.889775,-0.007882,-0.120353
502,120822.562608,7878.945189,-2.687503,44.217608,0.232474,-0.207752
503,120425.825122,7704.905901,-2.448945,47.360291,0.241273,-0.093450
504,119907.373818,7828.287828,-2.705209,47.460989,-0.272766,0.213602
505,119435.516026,7743.320231,-2.131557,43.949535,-0.108156,-0.174369
506,119645.124585,7872.461304,-2.877871,45.981391,0.118761,0.001021
507,119637.506426,7884.580438,-2.436294,45.020445,-0.029929,-0.064386
508,120392.422571,7704.757123,-2.430244,48.884893,-0.237405,0.270686
509,119401.174636,7844.336554,-2.557690,47.467405,0.007855,-0.086713
510,120144.430122,7851.114633,-2.845855,48.139842,-0.163892,0.255518
511,119405.034048,7878.920437,-2.423559,46.694115,0.026666,-0.175838
512,120903.687838,7825.157905,-2.553151,43.958810,0.117218,-0.016141
513,120246.395650,7750.359334,-2.275976,45.498446,0.174534,-0.288619
514,119762.694755,7766.021597,-2.775855,44.931758,-0.192591,-0.058758
515,120737.227056,7808.662950,-2.383204,47.248433,-0.144526,0.130499
516,119547.535188,7705.776679,-2.656930,45.272402,-0.265884,0.298414
517,120896.207039,7831.997818,-2.768189,46.820391,0.142110,-0.007515
518,120698.663560,7820.866749,-2.317158,48.880310,0.008655,-0.036111
519,119024.969626,7750.028116,-2.518461,47.821344,-0.147391,0.179875
520,120441.221530,7878.793965,-2.884087,43.466976,-0.196383,0.285320
521,119141.227772,7759.482880,-2.353762,44.957271,0.019544,0.182823
522,120085.262777,7766.746021,-2.106482,46.652769,-0.277643,0.121272
523,120579.921333,7788.497851,-2.219226,48.959508,0.118430,-0.028153
524,119098.872034,7822.309745,-2.857084,43.141700,0.290855,0.243360
525,120502.283577,7789.279221,-2.520666,48.765867,0.085157,0.213587
526,120145.047662,7731.021525,-2.393039,46.975794,0.288688,-0.034708
527,119081.645005,7865.967925,-2.119599,46.207350,-0.187835,0.203218
528,120806.203595,7845.595242,-2.469840,48.623177,0.173968,-0.185412
529,120833.954994,7724.437132,-2.162925,46.052990,-0.131502,0.116032
530,120903.788485,7809.173350,-2.218100,43.318131,-0.282303,0.204513
531,119382.629519,7795.772628,-2.852615,46.137261,0.049901,0.129292
532,120745.510186,7836.471258,-2.554813,43.274741,0.233579,0.070677
533,119667.405477,7703.988052,-2.722664,46.479833,0.212766,-0.077806
534,120709.393295,7781.615392,-2.372614,45.865040,0.221306,0.223348
535,120426.694087,7781.687673,-2.438433,47.847587,0.037542,0.064388
536,120817.788776,7774.502036,-2.713377,46.718211,0.100042,0.158231
537,119431.992210,7730.490363,-2.668209,46.535930,-0.229890,0.071429
538,120372.605371,7783.634608,-2.431611,43.087603,-0.117765,-0.276085
539,119333.755588,7732.301100,-2.788108,46.412549,0.023768,-0.198255
540,120787.981986,7728.343866,-2.260817,47.792936,-0.215107,-0.092332
541,119330.964899,7840.250122,-2.843059,44.661900,-0.247536,0.159368
542,119219.098517,7781.519372,-2.871284,43.637519,0.298757,-0.239631
543,120480.077127,7837.698022,-2.434274,45.836870,0.238022,0.044172
544,120559.565452,7758.496188,-2.275798,44.647526,0.125143,0.170277
545,120271.232616,7888.609435,-2.445239,46.630095,-0.132838,0.077182
546,119111.090852,7745.817739,-2.474168,47.570647,0.101931,0.287476
547,119965.761475,7865.171208,-2.266906,45.906905,-0.234560,0.284901
548,119684.096773,7848.867794,-2.525194,45.331123,-0.080865,-0.273196
549,119304.433672,7700.000545,-2.229511,45.131092,0.184055,0.025352
550,120032.155692,7769.693051,-2.765169,46.768419,-0.205995,0.042115
551,120822.312583,7750.222415,-2.696586,48.653623,0.284440,0.139117
552,119520.989288,7707.242433,-2.318780,46.041038,-0.203591,0.205414
553,119264.430139,7740.310441,-2.127997,45.356491,0.180285,-0.009612
554,119003.411335,7818.491690,-2.624999,44.182373,0.108801,0.116813
555,119407.361568,7714.103259,-2.102766,48.980755,0.175327,0.055822
556,119453.593127,7818.394285,-2.499689,47.286334,-0.218936,0.197302
557,120809.147047,7859.058692,-2.873324,48.193649,0.130346,-0.148943
558,119261.710197,7866.219948,-2.173551,45.539160,0.080203,-0.088474
559,120786.839447,7841.659243,-2.166265,45.790535,-0.033637,0.112091
560,119509.351958,7731.580271,-2.547420,44.631656,0.285141,0.142846
561,120887.129147,7817.632420,-2.787347,43.562517,0.022437,0.092739
562,119229.561411,7830.544879,-2.128014,43.711207,0.176767,-0.024745
563,120152.473740,7731.174388,-2.100997,45.591921,0.161656,-0.214355
564,119781.772620,7712.174382,-2.143841,48.584450,0.016441,-0.105164
565,119776.378499,7802.931564,-2.654534,44.513946,0.110475,-0.267531
566,119613.011257,7804.858896,-2.550645,46.210468,0.284921,0.054894
567,120199.409293,7840.126952,-2.746602,47.819392,0.240944,0.024526
568,120376.557465,7702.890598,-2.113083,48.390831,-0.250673,0.185025
569,119714.407178,7761.120524,-2.794515,45.671919,0.076728,0.220603
570,119579.819603,7850.693784,-2.122326,48.243441,0.067367,0.118692
571,120336.954932,7737.700870,-2.396939,48.742483,0.057891,0.088065
572,119861.514358,7731.849397,-2.324637,45.355223,0.095873,0.284765
573,119246.588333,7771.813670,-2.489021,47.923833,-0.122012,-0.106760
574,120385.242383,7840.995163,-2.458622,44.298004,-0.116218,0.241589
575,119397.701190,7815.274167,-2.703039,46.667317,0.201799,0.154471
576,119975.645134,7770.848405,-2.183131,46.142099,0.001145,-0.189301
577,119607.973967,7779.593418,-2.599821,45.012629,-0.134527,-0.124145
578,119595.603191,7789.908145,-2.415877,45.182114,0.213206,0.089588
579,120938.470506,7835.163339,-2.590968,43.395520,0.129071,0.036734
580,119672.414999,7774.880424,-2.478835,45.644940,0.036042,0.264147
581,119142.641208,7757.595274,-2.819185,47.412451,-0.128650,-0.005806
582,120961.269123,7847.691674,-2.715308,43.523965,0.117716,-0.284619
583,119257.803357,7754.488731,-2.115534,48.667950,0.085043,-0.018972
584,119499.691381,7866.906837,-2.663439,45.766944,-0.250565,0.072350
585,119187.285582,7883.952417,-2.718154,47.124310,-0.287810,0.214638
586,119397.893198,7834.138531,-2.865346,46.923600,0.269901,0.164253
587,120130.995332,7834.113315,-2.860881,45.327125,-0.262342,-0.075070
588,120863.837847,7841.899734,-2.312821,43.255047,-0.276881,-0.134286
589,119590.282598,7708.181292,-2.535228,45.000833,-0.151387,-0.154396
590,120593.517896,7739.784526,-2.400973,45.380680,-0.205943,-0.212612
591,120977.505130,7725.036533,-2.298706,43.596900,-0.047961,-0.209318
592,119298.280319,7855.619985,-2.761346,48.797555,-0.065969,0.136607
593,120917.863642,7720.214441,-2.733797,45.915317,-0.059407,-0.145033
594,120737.335006,7857.016516,-2.357071,45.087219,-0.186536,0.111598
595,119999.797704,7734.134156,-2.282193,48.076118,-0.085375,-0.202451
596,119483.110842,7848.509830,-2.788976,44.821202,0.121534,0.081153
597,120585.253218,7721.237827,-2.869793,44.507348,-0.172178,0.100588
598,120088.987727,7735.649359,-2.167465,44.995939,-0.143611,-0.124195
599,120414.959864,7898.989513,-2.189819,43.682760,0.223605,-0.258590
600,120794.958184,7814.615804,-2.882562,48.850368,0.095824,-0.178849
601,120147.006958,7829.567709,-2.720826,44.434948,0.008824,-0.085306
602,120548.199554,7870.138831,-2.643638,44.847304,0.153588,-0.271037
603,120603.446172,7804.370042,-2.576655,45.885523,-0.069689,-0.139824
604,120128.542379,7718.832003,-2.183173,44.347817,-0.236497,-0.054350
605,119096.941658,7782.131553,-2.197987,43.024963,-0.259326,-0.087123
606,119925.592832,7794.926105,-2.494805,44.261376,0.265275,-0.059015
607,120389.678293,7797.120225,-2.211118,47.705247,0.001957,-0.135418
608,120491.517434,7742.459604,-2.428097,46.430320,0.279691,-0.006251
609,120968.946030,7860.221402,-2.612197,48.623412,0.022401,-0.015626
610,119715.354588,7712.495953,-2.398539,47.418488,-0.158042,0.235865
611,119150.136166,7795.435125,-2.777854,48.742784,0.046669,-0.126508
612,120255.757134,7814.950434,-2.759212,44.957410,0.163218,-0.020075
613,119366.484814,7842.273102,-2.176655,47.166594,-0.207847,-0.006571
614,119730.949447,7727.276972,-2.576492,43.027067,-0.274636,-0.240712
615,119989.065568,7814.911484,-2.532814,45.163191,0.200869,-0.092974
616,119893.545983,7828.586226,-2.305932,43.069644,0.044785,0.116052
617,119455.396226,7754.092356,-2.845206,48.832210,0.034687,-0.262651
618,120881.891575,7846.169866,-2.601385,45.121639,0.284318,0.298638
619,119280.632462,7826.136811,-2.378838,43.029401,0.269904,0.214421
620,119800.430094,7702.121606,-2.588788,46.131830,0.279353,0.286042
621,119756.811963,7855.756889,-2.224406,44.548696,-0.124836,-0.024992
622,119547.606719,7837.774333,-2.152793,48.051568,0.136416,0.233307
623,119430.683707,7871.887169,-2.769097,45.243597,-0.248398,0.093596
624,119280.910221,7772.477405,-2.697005,47.557434,-0.260426,0.156606
625,119813.084836,7896.901148,-2.579767,43.971016,0.188948,0.108486
626,119281.480655,7724.795380,-2.603990,46.692230,-0.043331,-0.277605
627,119889.824271,7832.107328,-2.274852,45.622977,0.236356,0.161703
628,120603.115951,7889.228326,-2.636931,47.444826,-0.223976,-0.084579
629,119205.497127,7729.619852,-2.892008,48.700270,-0.031348,0.244412
630,120295.946873,7846.642585,-2.755967,44.163780,-0.137664,0.077217
631,120286.221878,7877.705846,-2.646280,46.617025,0.005117,-0.106460
632,120343.763106,7821.857419,-2.724468,43.938344,0.148452,-0.039625
633,119034.037651,7872.145242,-2.164440,44.999074,-0.161529,0.110415
634,119659.714417,7874.500608,-2.434705,45.806585,0.243928,-0.051653
635,119614.743704,7859.084852,-2.794756,45.426604,-0.201866,-0.258829
636,120748.748300,7868.954685,-2.673516,48.978978,0.143889,0.158094
637,119630.498737,7703.714007,-2.147402,46.495847,0.161488,-0.198376
638,120878.393841,7840.900212,-2.849217,47.550230,-0.221462,0.295572
639,120444.074173,7718.184115,-2.540669,45.305129,-0.045145,0.271513
640,119372.512079,7754.167371,-2.715757,45.555349,-0.160106,0.131698
641,120825.815457,7803.604505,-2.518235,44.323831,-0.028594,0.096615
642,120187.913241,7801.901170,-2.497768,45.675252,-0.141774,-0.242377
643,119432.284781,7895.143740,-2.180560,47.234750,0.234326,-0.012545
644,119605.350785,7813.566017,-2.379342,44.864049,0.235594,0.002433
645,120823.254611,7830.765544,-2.113150,47.945816,-0.288846,0.202776
646,119272.874994,7744.179971,-2.682072,47.439248,-0.046041,0.048509
647,119428.010416,7721.813685,-2.383247,47.489640,-0.106253,-0.055563
648,119027.881338,7735.176366,-2.676261,43.858567,-0.232003,0.174683
649,119294.021314,7758.238471,-2.885626,47.770391,-0.090174,-0.008256
650,119753.494516,7814.070097,-2.748261,44.214747,0.058058,0.181740
651,120156.411321,7708.544546,-2.585297,46.782501,-0.105075,0.099166
652,119958.770481,7792.713195,-2.518251,45.301181,0.246093,-0.285445
653,120641.460074,7713.131751,-2.600421,46.792703,-0.208106,-0.083054
654,120338.674787,7711.049851,-2.518239,45.859182,-0.108606,-0.103131
655,120725.113653,7780.162547,-2.141418,43.096406,-0.007123,0.091938
656,119046.199900,7805.287880,-2.797363,47.351799,-0.139655,0.209953
657,119776.055479,7865.806157,-2.796999,45.317034,0.256015,0.078885
658,119093.875814,7778.245504,-2.396455,47.073146,-0.136922,0.180814
659,119732.786644,7758.378770,-2.628469,45.937247,-0.232530,0.262948
660,120086.961166,7866.018942,-2.479869,47.878225,0.249955,-0.082412
661,120303.504962,7762.155768,-2.801513,44.568611,-0.098949,0.148414
662,120107.523310,7780.654020,-2.160139,47.209229,-0.028012,0.131134
663,119729.846806,7795.354934,-2.764853,44.375440,0.051609,-0.140582
664,120913.434931,7814.275414,-2.633643,43.854997,0.257637,-0.014625
665,119084.581356,7861.078032,-2.403698,47.041524,-0.058643,-0.151715
666,119806.673065,7820.953265,-2.220104,48.628540,0.148260,0.252365
667,120034.506029,7739.785419,-2.677703,48.626182,-0.074074,0.239407
668,119262.073750,7806.680681,-2.369989,45.994742,0.125059,-0.195782
669,120085.388880,7739.258148,-2.243593,46.648304,-0.207124,0.191133
670,120338.791465,7757.347124,-2.579062,44.997452,0.179541,-0.105369
671,120395.373984,7808.901137,-2.598337,48.554116,0.268903,-0.201090
672,119638.397872,7792.807380,-2.702620,46.640971,0.209005,0.106251
673,120711.334803,7847.072821,-2.765413,46.167255,-0.132695,0.220318
674,119645.307472,7876.570083,-2.297482,48.342337,-0.234957,-0.016200
675,120752.317675,7744.925915,-2.854074,46.739513,0.269364,0.258364
676,120829.420988,7815.231822,-2.508723,47.852014,0.109300,-0.117972
677,120098.146126,7869.971682,-2.587722,47.089977,-0.200616,-0.237983
678,119049.093601,7888.699320,-2.632987,45.518734,-0.240118,0.159084
679,119355.452720,7737.777998,-2.380521,48.141502,0.228015,0.051251
680,119341.384132,7765.443191,-2.252325,43.615210,0.029987,-0.243481
681,119539.791631,7885.561890,-2.881652,43.502973,0.191218,-0.130735
682,120788.331128,7727.488145,-2.147100,48.311271,0.179407,0.272794
683,119711.402020,7778.180961,-2.686608,46.799242,0.223311,-0.159733
684,120493.879296,7748.520229,-2.888534,45.372539,0.190802,0.103682
685,119488.772674,7757.286742,-2.714739,47.686597,0.215884,-0.029452
686,119184.928594,7822.157479,-2.224059,47.087936,0.193980,0.062884
687,119371.549764,7889.815252,-2.259325,46.141074,0.094911,0.079956
688,120224.970010,7705.300318,-2.618399,47.612360,0.194829,0.029904
689,119633.266549,7828.907564,-2.265727,44.230799,-0.117745,0.251789
690,120615.280044,7754.522944,-2.268901,46.470757,-0.236027,-0.017669
691,119394.150059,7718.737388,-2.863910,46.409412,-0.262355,-0.200243
692,120347.429340,7777.895578,-2.340674,45.830969,-0.277364,-0.296087
693,120470.554696,7816.938624,-2.422275,48.186734,0.003327,0.109972
694,120666.139178,7877.745664,-2.668752,48.766651,0.208549,0.159213
695,119748.308279,7763.179497,-2.703721,48.283138,0.107260,0.242794
696,120350.916992,7801.098854,-2.420260,44.025113,0.290164,0.064249
697,120086.651792,7749.420265,-2.318784,44.908201,-0.167997,-0.043073
698,120151.013631,7730.514015,-2.605652,47.502785,0.216320,0.200909
699,120612.694207,7866.790891,-2.858309,45.303011,0.137657,-0.212441
700,119199.380693,7700.263445,-2.322167,46.098153,0.162173,-0.223565
701,120543.513083,7751.699219,-2.440991,45.988373,0.163790,-0.295996
702,120159.387528,7704.280795,-2.401257,45.793857,0.000939,0.013181
703,119997.249084,7791.459258,-2.266106,44.296029,0.116358,-0.030149
704,120827.664081,7839.847711,-2.162251,47.698082,0.111046,0.236177
705,120710.588807,7711.909256,-2.101070,45.402775,-0.238209,0.011720
706,120411.080814,7742.422822,-2.465111,48.631000,-0.171792,0.254094
707,119311.992373,7798.246681,-2.494591,48.711790,0.115330,-0.125325
708,120303.296818,7736.975079,-2.324005,47.432755,-0.191609,0.105052
709,120638.297706,7730.981883,-2.834637,43.225779,0.033239,-0.048537
710,119099.862466,7794.789728,-2.389932,43.429859,0.116216,-0.068393
711,119256.046697,7778.714571,-2.661183,46.775306,0.294165,0.019845
712,119180.000837,7861.127581,-2.858181,46.316198,0.245012,-0.255380
713,119678.029687,7737.247895,-2.641360,46.055531,0.143020,0.014136
714,120246.923826,7843.390694,-2.170523,43.557591,0.137985,-0.122579
715,119309.073207,7779.801472,-2.631467,43.371819,-0.039369,0.110252
716,119494.484390,7827.664400,-2.208924,45.863844,-0.032005,0.230752
717,120596.333506,7821.661381,-2.215727,47.803544,0.276983,-0.015041
718,120922.396235,7837.686299,-2.103678,47.808432,-0.279970,-0.233381
719,119369.143171,7837.621159,-2.271362,43.190390,-0.175474,-0.291883
720,119200.339295,7876.759125,-2.744257,43.506589,-0.263776,0.281531
721,120201.257501,7832.151867,-2.600488,43.770124,-0.141499,0.163345
722,119913.961589,7808.558080,-2.606812,48.757879,-0.178684,0.252576
723,120521.149248,7827.663542,-2.438600,45.173709,-0.210424,0.135810
724,120362.133574,7745.001991,-2.657503,48.171782,0.257475,0.035736
725,119672.383641,7831.974625,-2.228111,43.321180,-0.162071,-0.101681
726,119336.257372,7790.540837,-2.795860,48.080063,0.116371,0.228017
727,119890.925188,7786.333618,-2.255095,47.534756,0.010294,-0.296434
728,120921.160548,7732.117250,-2.370295,48.427301,-0.012353,0.273073
729,120937.155165,7857.945965,-2.269371,48.865304,-0.182511,-0.235996
730,119327.361311,7741.172028,-2.352236,48.813408,-0.187575,-0.152605
731,119899.624469,7832.101625,-2.705578,44.891150,0.250586,0.286968
732,119492.527742,7792.279043,-2.831021,44.783413,0.145797,-0.018325
733,120843.711111,7725.614395,-2.634242,44.459125,0.078718,0.280874
734,119713.699582,7808.565063,-2.142638,44.399617,0.006197,-0.051899
735,120712.458257,7752.500361,-2.687658,43.494985,-0.239144,0.126395
736,120519.620442,7705.869526,-2.502340,45.188664,0.172499,-0.074686
737,120851.191559,7851.560737,-2.391879,48.290508,0.212775,-0.041363
738,119949.147789,7855.724589,-2.188822,48.879382,-0.049358,-0.184625
739,120716.204747,7723.826732,-2.459674,43.345250,-0.293390,-0.297161
740,120831.626664,7704.975803,-2.829057,43.352537,0.097081,-0.168757
741,120492.606736,7811.097303,-2.413231,48.314937,0.121394,0.238102
742,120666.527647,7829.955965,-2.579697,45.286451,-0.028668,-0.177527
743,120853.721954,7766.562094,-2.601082,46.321702,0.086206,-0.066360
744,119154.307124,7867.889357,-2.346689,46.981973,0.078038,-0.164609
745,119540.080082,7829.635739,-2.629691,47.331876,-0.289210,0.050191
746,119366.143813,7781.564491,-2.305132,48.141628,0.241844,0.053674
747,119721.116993,7719.152294,-2.295733,43.773120,0.202013,0.043244
748,120141.281056,7826.950807,-2.775983,45.210589,-0.009255,-0.201689
749,120510.669473,7735.431758,-2.782572,48.455013,-0.086647,0.299209
750,120600.517551,7709.719884,-2.359808,44.249112,-0.028648,0.042291
751,120033.637141,7817.269619,-2.859950,44.709413,-0.222796,0.131086
752,119589.842855,7789.074800,-2.653242,45.151760,-0.029041,0.068882
753,120766.856605,7824.132853,-2.198059,46.271602,0.072228,0.081917
754,119521.133126,7793.489365,-2.521822,43.587619,0.265076,0.021591
755,120237.078648,7828.426039,-2.409500,47.698920,-0.114839,0.061929
756,119807.670814,7751.374885,-2.225960,47.579478,0.010096,-0.161531
757,119050.210548,7733.351548,-2.584204,48.694305,0.239636,0.120406
758,119974.761173,7700.995657,-2.860045,48.412156,0.141924,-0.215260
759,120942.698388,7827.705829,-2.459343,44.474733,0.271739,0.031040
760,119391.890038,7837.419317,-2.585962,45.491757,0.163972,0.286053
761,119555.371902,7823.757745,-2.200950,43.606295,-0.207069,-0.146589
762,120745.004720,7723.623631,-2.467324,45.736563,-0.074020,-0.299623
763,119044.396744,7884.050619,-2.286443,48.275672,-0.074819,-0.187622
764,120370.456483,7872.443657,-2.755652,48.412183,-0.079913,-0.012980
